val,Label,Area,Mean,Min,Max,IntDen,RawIntDen,rep,gene,type,RNAi
64,220711_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,153.404,139,176,383510,383510,3,PQM1,background,ELT2
65,220711_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,170.168,148,204,425420,425420,3,PQM1,background,ELT2
66,220711_PQM1gfp_ELT2rnai_worm6_PRO.tif:intestine:1,62430,528.236,248,757,32977761,32977761,3,PQM1,intestine,ELT2
67,220711_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,175.477,146,227,438693,438693,3,PQM1,background,ELT2
68,220711_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,170.558,145,209,426394,426394,3,PQM1,background,ELT2
69,220711_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,217.329,196,241,543322,543322,3,PQM1,background,ELT2
70,220711_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,165.71,143,203,414274,414274,3,PQM1,background,ELT2
71,220711_PQM1gfp_ELT2rnai_worm7_PRO.tif:intestine:1,83532,494.748,301,1143,41327269,41327269,3,PQM1,intestine,ELT2
72,220711_PQM1gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,164.392,146,193,410981,410981,3,PQM1,background,ELT2
73,220711_PQM1gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,191.7,161,236,479250,479250,3,PQM1,background,ELT2
74,220711_PQM1gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,191.98,158,243,479950,479950,3,PQM1,background,ELT2
75,220711_PQM1gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,262.282,227,308,655705,655705,3,PQM1,background,ELT2
76,220711_PQM1gfp_ELT2rnai_worm8_PRO.tif:intestine:1,73907,641.108,342,2549,47382346,47382346,3,PQM1,intestine,ELT2
77,220711_PQM1gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,159.255,141,182,398138,398138,3,PQM1,background,ELT2
78,220711_PQM1gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,303.06,273,344,757649,757649,3,PQM1,background,ELT2
79,220711_PQM1gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,198.05,159,263,495125,495125,3,PQM1,background,ELT2
80,220711_PQM1gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,166.309,145,192,415772,415772,3,PQM1,background,ELT2
81,220711_PQM1gfp_ELT2rnai_worm9_PRO.tif:intestine:1,99257,532.235,228,2167,52828010,52828010,3,PQM1,intestine,ELT2
82,220711_PQM1gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,178.627,151,222,446567,446567,3,PQM1,background,ELT2
83,220711_PQM1gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,159.362,138,195,398406,398406,3,PQM1,background,ELT2
84,220711_PQM1gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,191.329,160,245,478322,478322,3,PQM1,background,ELT2
85,220711_PQM1gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,149.77,136,174,374425,374425,3,PQM1,background,ELT2
86,220711_PQM1gfp_L4440rnai_worm10_PRO.tif:intestine:1,74905,858.2,325,4095,64283485,64283485,3,PQM1,intestine,L4440
87,220711_PQM1gfp_L4440rnai_worm10_PRO.tif:background:1,2500,153.589,136,182,383972,383972,3,PQM1,background,L4440
88,220711_PQM1gfp_L4440rnai_worm10_PRO.tif:background:1,2500,146.323,135,163,365807,365807,3,PQM1,background,L4440
89,220711_PQM1gfp_L4440rnai_worm10_PRO.tif:background:1,2500,148.081,134,171,370203,370203,3,PQM1,background,L4440
90,220711_PQM1gfp_L4440rnai_worm10_PRO.tif:background:1,2500,144.003,131,158,360007,360007,3,PQM1,background,L4440
91,220711_PQM1gfp_L4440rnai_worm11_PRO.tif:intestine:1,96064,782.511,241,4095,75171164,75171164,3,PQM1,intestine,L4440
92,220711_PQM1gfp_L4440rnai_worm11_PRO.tif:background:1,2500,151.131,138,176,377827,377827,3,PQM1,background,L4440
93,220711_PQM1gfp_L4440rnai_worm11_PRO.tif:background:1,2500,152.875,137,172,382187,382187,3,PQM1,background,L4440
94,220711_PQM1gfp_L4440rnai_worm11_PRO.tif:background:1,2500,190.604,156,255,476511,476511,3,PQM1,background,L4440
95,220711_PQM1gfp_L4440rnai_worm11_PRO.tif:background:1,2500,150.085,135,178,375213,375213,3,PQM1,background,L4440
96,220711_PQM1gfp_L4440rnai_worm12_PRO.tif:intestine:1,97612,664.665,259,3227,64879273,64879273,3,PQM1,intestine,L4440
97,220711_PQM1gfp_L4440rnai_worm12_PRO.tif:background:1,2500,143.814,130,164,359534,359534,3,PQM1,background,L4440
98,220711_PQM1gfp_L4440rnai_worm12_PRO.tif:background:1,2500,188.756,155,257,471889,471889,3,PQM1,background,L4440
99,220711_PQM1gfp_L4440rnai_worm12_PRO.tif:background:1,2500,168.144,141,211,420360,420360,3,PQM1,background,L4440
100,220711_PQM1gfp_L4440rnai_worm12_PRO.tif:background:1,2500,211.536,167,289,528841,528841,3,PQM1,background,L4440
101,220711_PQM1gfp_L4440rnai_worm13_PRO.tif:intestine:1,76312,599.58,325,2615,45755130,45755130,3,PQM1,intestine,L4440
102,220711_PQM1gfp_L4440rnai_worm13_PRO.tif:background:1,2500,168.171,144,207,420427,420427,3,PQM1,background,L4440
103,220711_PQM1gfp_L4440rnai_worm13_PRO.tif:background:1,2500,238.242,183,344,595606,595606,3,PQM1,background,L4440
104,220711_PQM1gfp_L4440rnai_worm13_PRO.tif:background:1,2500,169.334,145,205,423336,423336,3,PQM1,background,L4440
105,220711_PQM1gfp_L4440rnai_worm13_PRO.tif:background:1,2500,231.79,178,325,579476,579476,3,PQM1,background,L4440
106,220711_PQM1gfp_L4440rnai_worm14_PRO.tif:intestine:1,96000,542.1,228,861,52041593,52041593,3,PQM1,intestine,L4440
107,220711_PQM1gfp_L4440rnai_worm14_PRO.tif:background:1,2500,166.388,149,190,415971,415971,3,PQM1,background,L4440
108,220711_PQM1gfp_L4440rnai_worm14_PRO.tif:background:1,2500,134.797,127,146,336992,336992,3,PQM1,background,L4440
109,220711_PQM1gfp_L4440rnai_worm14_PRO.tif:background:1,2500,150.631,138,166,376577,376577,3,PQM1,background,L4440
110,220711_PQM1gfp_L4440rnai_worm14_PRO.tif:background:1,2500,141.478,133,154,353695,353695,3,PQM1,background,L4440
111,220711_PQM1gfp_L4440rnai_worm15_PRO.tif:intestine:1,94485,805.99,360,4095,76153977,76153977,3,PQM1,intestine,L4440
112,220711_PQM1gfp_L4440rnai_worm15_PRO.tif:background:1,2500,192.453,171,219,481132,481132,3,PQM1,background,L4440
113,220711_PQM1gfp_L4440rnai_worm15_PRO.tif:background:1,2500,168.271,145,210,420677,420677,3,PQM1,background,L4440
114,220711_PQM1gfp_L4440rnai_worm15_PRO.tif:background:1,2500,155.737,139,179,389343,389343,3,PQM1,background,L4440
115,220711_PQM1gfp_L4440rnai_worm15_PRO.tif:background:1,2500,203.767,162,282,509417,509417,3,PQM1,background,L4440
116,220711_PQM1gfp_L4440rnai_worm1_PRO.tif:intestine:1,93138,477.13,186,1931,44438927,44438927,3,PQM1,intestine,L4440
117,220711_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,143.2,133,160,357999,357999,3,PQM1,background,L4440
118,220711_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,138.677,131,155,346692,346692,3,PQM1,background,L4440
119,220711_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,143.108,133,159,357770,357770,3,PQM1,background,L4440
120,220711_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,139.076,128,160,347690,347690,3,PQM1,background,L4440
121,220711_PQM1gfp_L4440rnai_worm2_PRO.tif:intestine:1,86026,870.519,324,4095,74887253,74887253,3,PQM1,intestine,L4440
122,220711_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,192.06,160,232,480151,480151,3,PQM1,background,L4440
123,220711_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,229.777,201,275,574443,574443,3,PQM1,background,L4440
124,220711_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,160.377,143,184,400943,400943,3,PQM1,background,L4440
125,220711_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,198.028,166,260,495069,495069,3,PQM1,background,L4440
126,220711_PQM1gfp_L4440rnai_worm3_PRO.tif:intestine:1,102150,552.981,215,2937,56486984,56486984,3,PQM1,intestine,L4440
127,220711_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,177.58,151,217,443949,443949,3,PQM1,background,L4440
128,220711_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,175.184,143,231,437959,437959,3,PQM1,background,L4440
129,220711_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,173.343,143,231,433357,433357,3,PQM1,background,L4440
130,220711_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,196.73,155,263,491825,491825,3,PQM1,background,L4440
131,220711_PQM1gfp_L4440rnai_worm4_PRO.tif:intestine:1,89359,725.915,295,3873,64867061,64867061,3,PQM1,intestine,L4440
132,220711_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,140.42,132,153,351050,351050,3,PQM1,background,L4440
133,220711_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,148.2,136,171,370500,370500,3,PQM1,background,L4440
134,220711_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,154.564,139,178,386410,386410,3,PQM1,background,L4440
135,220711_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,167.838,143,204,419595,419595,3,PQM1,background,L4440
136,220711_PQM1gfp_L4440rnai_worm5_PRO.tif:intestine:1,85698,729.34,301,3379,62502988,62502988,3,PQM1,intestine,L4440
137,220711_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,157.06,138,195,392651,392651,3,PQM1,background,L4440
138,220711_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,152.81,136,184,382024,382024,3,PQM1,background,L4440
139,220711_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,164.038,138,204,410096,410096,3,PQM1,background,L4440
140,220711_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,168.819,150,202,422048,422048,3,PQM1,background,L4440
141,220711_PQM1gfp_L4440rnai_worm6_PRO.tif:intestine:1,82686,779.968,316,4095,64492410,64492410,3,PQM1,intestine,L4440
142,220711_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,159.072,144,181,397681,397681,3,PQM1,background,L4440
143,220711_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,170.181,144,216,425453,425453,3,PQM1,background,L4440
144,220711_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,205.699,165,282,514248,514248,3,PQM1,background,L4440
145,220711_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,171.275,142,230,428188,428188,3,PQM1,background,L4440
146,220711_PQM1gfp_L4440rnai_worm7_PRO.tif:intestine:1,80222,996.887,364,4095,79972276,79972276,3,PQM1,intestine,L4440
147,220711_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,190.796,165,232,476990,476990,3,PQM1,background,L4440
148,220711_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,192.761,157,239,481903,481903,3,PQM1,background,L4440
149,220711_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,176.89,154,214,442225,442225,3,PQM1,background,L4440
150,220711_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,189.5,161,249,473750,473750,3,PQM1,background,L4440
151,220711_PQM1gfp_L4440rnai_worm8_PRO.tif:intestine:1,73252,1277.725,527,4095,93595891,93595891,3,PQM1,intestine,L4440
152,220711_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,199.214,177,227,498034,498034,3,PQM1,background,L4440
153,220711_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,267.801,213,345,669502,669502,3,PQM1,background,L4440
154,220711_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,785.038,537,1098,1962595,1962595,3,PQM1,background,L4440
155,220711_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,362.724,253,539,906809,906809,3,PQM1,background,L4440
156,220711_PQM1gfp_L4440rnai_worm9_PRO.tif:intestine:1,90212,730.479,323,4095,65897970,65897970,3,PQM1,intestine,L4440
157,220711_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,188.756,159,230,471891,471891,3,PQM1,background,L4440
158,220711_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,155.679,138,182,389198,389198,3,PQM1,background,L4440
159,220711_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,187.057,159,223,467643,467643,3,PQM1,background,L4440
160,220711_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,168.769,146,210,421923,421923,3,PQM1,background,L4440
161,220713_PQM1gfp_ELT2rnai_worm1_PRO.tif:intestine:1,64942,502.022,274,818,32602291,32602291,3,PQM1,intestine,ELT2
162,220713_PQM1gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,139.613,132,150,349033,349033,3,PQM1,background,ELT2
163,220713_PQM1gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,170.084,142,232,425209,425209,3,PQM1,background,ELT2
164,220713_PQM1gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,166.123,143,212,415307,415307,3,PQM1,background,ELT2
165,220713_PQM1gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,166.259,149,192,415647,415647,3,PQM1,background,ELT2
166,220713_PQM1gfp_ELT2rnai_worm2_PRO.tif:intestine:1,71798,391.482,230,561,28107603,28107603,3,PQM1,intestine,ELT2
167,220713_PQM1gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,155.373,142,173,388433,388433,3,PQM1,background,ELT2
168,220713_PQM1gfp_ELT2rnai_worm2_PRO.tif:background:1,2585,146.879,136,163,379683,379683,3,PQM1,background,ELT2
169,220713_PQM1gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,168.901,146,198,422253,422253,3,PQM1,background,ELT2
170,220713_PQM1gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,175.845,159,197,439613,439613,3,PQM1,background,ELT2
171,220713_PQM1gfp_ELT2rnai_worm3_PRO.tif:intestine:1,43849,654.256,473,927,28688467,28688467,3,PQM1,intestine,ELT2
172,220713_PQM1gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,185.615,168,212,464038,464038,3,PQM1,background,ELT2
173,220713_PQM1gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,183.591,159,223,458977,458977,3,PQM1,background,ELT2
174,220713_PQM1gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,160.237,147,183,400593,400593,3,PQM1,background,ELT2
175,220713_PQM1gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,160.716,144,189,401791,401791,3,PQM1,background,ELT2
176,220713_PQM1gfp_ELT2rnai_worm4_PRO.tif:intestine:1,62215,548.48,247,2464,34123654,34123654,3,PQM1,intestine,ELT2
177,220713_PQM1gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,184.722,149,268,461805,461805,3,PQM1,background,ELT2
178,220713_PQM1gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,177.296,153,216,443239,443239,3,PQM1,background,ELT2
179,220713_PQM1gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,188.698,157,229,471746,471746,3,PQM1,background,ELT2
180,220713_PQM1gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,188.944,170,214,472361,472361,3,PQM1,background,ELT2
181,220713_PQM1gfp_ELT2rnai_worm5_PRO.tif:intestine:1,41342,629.909,317,917,26041692,26041692,3,PQM1,intestine,ELT2
182,220713_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,186.566,156,240,466416,466416,3,PQM1,background,ELT2
183,220713_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,146.604,137,164,366509,366509,3,PQM1,background,ELT2
184,220713_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,151.261,140,169,378152,378152,3,PQM1,background,ELT2
185,220713_PQM1gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,156.358,142,178,390894,390894,3,PQM1,background,ELT2
186,220713_PQM1gfp_ELT2rnai_worm6_PRO.tif:intestine:1,58807,706.069,301,2089,41521798,41521798,3,PQM1,intestine,ELT2
187,220713_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,164.67,145,198,411676,411676,3,PQM1,background,ELT2
188,220713_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,154.549,140,176,386372,386372,3,PQM1,background,ELT2
189,220713_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,215.534,195,240,538834,538834,3,PQM1,background,ELT2
190,220713_PQM1gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,168.175,149,197,420437,420437,3,PQM1,background,ELT2
191,220713_PQM1gfp_L4440rnai_worm1_PRO.tif:intestine:1,88299,584.898,320,996,51645922,51645922,3,PQM1,intestine,L4440
192,220713_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,180.385,153,222,450963,450963,3,PQM1,background,L4440
193,220713_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,145.816,136,160,364541,364541,3,PQM1,background,L4440
194,220713_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,183.101,155,227,457753,457753,3,PQM1,background,L4440
195,220713_PQM1gfp_L4440rnai_worm1_PRO.tif:background:1,2500,165.168,145,195,412921,412921,3,PQM1,background,L4440
196,220713_PQM1gfp_L4440rnai_worm2_PRO.tif:intestine:1,106272,545.466,207,904,57967797,57967797,3,PQM1,intestine,L4440
197,220713_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,175.172,152,212,437930,437930,3,PQM1,background,L4440
198,220713_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,156.786,145,175,391965,391965,3,PQM1,background,L4440
199,220713_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,166.988,144,204,417471,417471,3,PQM1,background,L4440
200,220713_PQM1gfp_L4440rnai_worm2_PRO.tif:background:1,2500,158.592,140,191,396481,396481,3,PQM1,background,L4440
201,220713_PQM1gfp_L4440rnai_worm3_PRO.tif:intestine:1,88850,587.737,204,2627,52220417,52220417,3,PQM1,intestine,L4440
202,220713_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2800,165.833,144,212,464331,464331,3,PQM1,background,L4440
203,220713_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,166.036,146,200,415089,415089,3,PQM1,background,L4440
204,220713_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,182.024,159,215,455061,455061,3,PQM1,background,L4440
205,220713_PQM1gfp_L4440rnai_worm3_PRO.tif:background:1,2500,160.048,142,194,400121,400121,3,PQM1,background,L4440
206,220713_PQM1gfp_L4440rnai_worm4_PRO.tif:intestine:1,90295,508.688,253,995,45931974,45931974,3,PQM1,intestine,L4440
207,220713_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,144.806,135,157,362015,362015,3,PQM1,background,L4440
208,220713_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,168.129,149,199,420323,420323,3,PQM1,background,L4440
209,220713_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,152.522,140,175,381305,381305,3,PQM1,background,L4440
210,220713_PQM1gfp_L4440rnai_worm4_PRO.tif:background:1,2500,157.572,141,182,393931,393931,3,PQM1,background,L4440
211,220713_PQM1gfp_L4440rnai_worm5_PRO.tif:intestine:1,95674,810.518,275,3879,77545513,77545513,3,PQM1,intestine,L4440
212,220713_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,190.252,166,230,475629,475629,3,PQM1,background,L4440
213,220713_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,231.558,188,280,578896,578896,3,PQM1,background,L4440
214,220713_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,194.745,158,258,486863,486863,3,PQM1,background,L4440
215,220713_PQM1gfp_L4440rnai_worm5_PRO.tif:background:1,2500,191.832,150,440,479581,479581,3,PQM1,background,L4440
216,220713_PQM1gfp_L4440rnai_worm6_PRO.tif:intestine:1,95578,482.178,267,693,46085612,46085612,3,PQM1,intestine,L4440
217,220713_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,155.858,140,180,389644,389644,3,PQM1,background,L4440
218,220713_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,172.519,158,189,431298,431298,3,PQM1,background,L4440
219,220713_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,169.365,147,197,423413,423413,3,PQM1,background,L4440
220,220713_PQM1gfp_L4440rnai_worm6_PRO.tif:background:1,2500,205.274,175,238,513184,513184,3,PQM1,background,L4440
221,220713_PQM1gfp_L4440rnai_worm7_PRO.tif:intestine:1,85643,737.251,199,3888,63140346,63140346,3,PQM1,intestine,L4440
222,220713_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,169.951,144,204,424877,424877,3,PQM1,background,L4440
223,220713_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,154.07,138,182,385176,385176,3,PQM1,background,L4440
224,220713_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,192.144,158,248,480360,480360,3,PQM1,background,L4440
225,220713_PQM1gfp_L4440rnai_worm7_PRO.tif:background:1,2500,164.934,149,195,412334,412334,3,PQM1,background,L4440
226,220713_PQM1gfp_L4440rnai_worm8_PRO.tif:intestine:1,78961,579.733,285,1156,45776274,45776274,3,PQM1,intestine,L4440
227,220713_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,150.35,138,166,375874,375874,3,PQM1,background,L4440
228,220713_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,138.725,129,150,346813,346813,3,PQM1,background,L4440
229,220713_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,167.053,149,189,417633,417633,3,PQM1,background,L4440
230,220713_PQM1gfp_L4440rnai_worm8_PRO.tif:background:1,2500,169.189,154,190,422973,422973,3,PQM1,background,L4440
231,220713_PQM1gfp_L4440rnai_worm9_PRO.tif:intestine:1,87526,497.731,263,752,43564383,43564383,3,PQM1,intestine,L4440
232,220713_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,174.956,150,225,437390,437390,3,PQM1,background,L4440
233,220713_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,151.543,138,207,378857,378857,3,PQM1,background,L4440
234,220713_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,169.784,143,208,424459,424459,3,PQM1,background,L4440
235,220713_PQM1gfp_L4440rnai_worm9_PRO.tif:background:1,2500,181.161,154,225,452902,452902,3,PQM1,background,L4440
1,ETS4_GFP_ELT2_Worm10_PRO.tif:intestine:1,31783,880.761,283,3399,27993215,27993215,5,ETS4,intestine,ELT2
2,ETS4_GFP_ELT2_Worm10_PRO.tif:background:1,2500,187.448,155,232,468619,468619,5,ETS4,background,ELT2
3,ETS4_GFP_ELT2_Worm10_PRO.tif:background:1,2500,228.248,184,294,570619,570619,5,ETS4,background,ELT2
4,ETS4_GFP_ELT2_Worm10_PRO.tif:background:1,2500,158.977,142,187,397442,397442,5,ETS4,background,ELT2
5,ETS4_GFP_ELT2_Worm10_PRO.tif:background:1,2500,184.072,153,229,460181,460181,5,ETS4,background,ELT2
6,ETS4_GFP_ELT2_Worm11_PRO.tif:intestine:1,75651,491.734,197,1371,37200181,37200181,5,ETS4,intestine,ELT2
7,ETS4_GFP_ELT2_Worm11_PRO.tif:background:1,2500,155.37,139,185,388425,388425,5,ETS4,background,ELT2
8,ETS4_GFP_ELT2_Worm11_PRO.tif:background:1,2500,131.529,125,139,328823,328823,5,ETS4,background,ELT2
9,ETS4_GFP_ELT2_Worm11_PRO.tif:background:1,2500,137.254,130,148,343134,343134,5,ETS4,background,ELT2
10,ETS4_GFP_ELT2_Worm11_PRO.tif:background:1,2500,183.572,155,235,458931,458931,5,ETS4,background,ELT2
11,ETS4_GFP_ELT2_Worm12_PRO.tif:intestine:1,47392,816.747,401,2542,38707281,38707281,5,ETS4,intestine,ELT2
12,ETS4_GFP_ELT2_Worm12_PRO.tif:background:1,2500,240.091,196,299,600227,600227,5,ETS4,background,ELT2
13,ETS4_GFP_ELT2_Worm12_PRO.tif:background:1,2500,290.974,236,372,727434,727434,5,ETS4,background,ELT2
14,ETS4_GFP_ELT2_Worm12_PRO.tif:background:1,2500,256.16,195,359,640399,640399,5,ETS4,background,ELT2
15,ETS4_GFP_ELT2_Worm12_PRO.tif:background:1,2500,211.618,164,285,529045,529045,5,ETS4,background,ELT2
16,ETS4_GFP_ELT2_Worm13_PRO.tif:intestine:1,52259,1162.851,478,3761,60769440,60769440,5,ETS4,intestine,ELT2
17,ETS4_GFP_ELT2_Worm13_PRO.tif:background:1,2500,205.514,165,277,513784,513784,5,ETS4,background,ELT2
18,ETS4_GFP_ELT2_Worm13_PRO.tif:background:1,2500,208.655,177,254,521638,521638,5,ETS4,background,ELT2
19,ETS4_GFP_ELT2_Worm13_PRO.tif:background:1,2500,302.904,232,409,757261,757261,5,ETS4,background,ELT2
20,ETS4_GFP_ELT2_Worm13_PRO.tif:background:1,2500,300.744,227,400,751859,751859,5,ETS4,background,ELT2
21,ETS4_GFP_ELT2_Worm14_PRO.tif:intestine:1,64100,640.539,277,2169,41058547,41058547,5,ETS4,intestine,ELT2
22,ETS4_GFP_ELT2_Worm14_PRO.tif:background:1,2500,171.441,151,198,428602,428602,5,ETS4,background,ELT2
23,ETS4_GFP_ELT2_Worm14_PRO.tif:background:1,2500,161.415,146,185,403537,403537,5,ETS4,background,ELT2
24,ETS4_GFP_ELT2_Worm14_PRO.tif:background:1,2500,230.845,179,310,577112,577112,5,ETS4,background,ELT2
25,ETS4_GFP_ELT2_Worm14_PRO.tif:background:1,2500,209.374,174,255,523436,523436,5,ETS4,background,ELT2
26,ETS4_GFP_ELT2_Worm15_PRO.tif:intestine:1,52926,958.37,449,3576,50722669,50722669,5,ETS4,intestine,ELT2
27,ETS4_GFP_ELT2_Worm15_PRO.tif:background:1,2500,192.69,165,231,481726,481726,5,ETS4,background,ELT2
28,ETS4_GFP_ELT2_Worm15_PRO.tif:background:1,2500,202.941,168,253,507353,507353,5,ETS4,background,ELT2
29,ETS4_GFP_ELT2_Worm15_PRO.tif:background:1,2500,269.093,208,356,672732,672732,5,ETS4,background,ELT2
30,ETS4_GFP_ELT2_Worm15_PRO.tif:background:1,2500,221.081,172,297,552702,552702,5,ETS4,background,ELT2
31,ETS4_GFP_ELT2_Worm16_PRO.tif:intestine:1,44074,700.042,406,1739,30853631,30853631,5,ETS4,intestine,ELT2
32,ETS4_GFP_ELT2_Worm16_PRO.tif:background:1,2500,306.044,259,361,765110,765110,5,ETS4,background,ELT2
33,ETS4_GFP_ELT2_Worm16_PRO.tif:background:1,2500,175.2,152,201,437999,437999,5,ETS4,background,ELT2
34,ETS4_GFP_ELT2_Worm16_PRO.tif:background:1,2500,357.544,308,431,893861,893861,5,ETS4,background,ELT2
35,ETS4_GFP_ELT2_Worm16_PRO.tif:background:1,2500,275.579,201,381,688947,688947,5,ETS4,background,ELT2
36,ETS4_GFP_ELT2_Worm17_PRO.tif:intestine:1,44752,686.186,350,1988,30708191,30708191,5,ETS4,intestine,ELT2
37,ETS4_GFP_ELT2_Worm17_PRO.tif:background:1,2500,328.083,248,438,820208,820208,5,ETS4,background,ELT2
