WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00015050,bound,enriched,independent,L1
WBGene00007605,bound,enriched,NA,L1
WBGene00011733,bound,enriched,NA,L1
WBGene00020191,not_bound,enriched,activated,L1
WBGene00012201,bound,enriched,activated,L1
WBGene00009856,not_bound,enriched,repressed,L1
WBGene00011181,bound,enriched,independent,L1
WBGene00004987,bound,enriched,activated,L1
WBGene00019104,bound,not_enriched,NA,L1
WBGene00005548,not_bound,not_enriched,NA,L1
WBGene00017881,bound,enriched,activated,L1
WBGene00016134,bound,enriched,activated,L1
WBGene00001786,bound,enriched,NA,L1
WBGene00007558,bound,enriched,NA,L1
WBGene00010274,not_bound,enriched,activated,L1
WBGene00019533,bound,not_enriched,NA,L1
WBGene00269434,bound,enriched,NA,L1
WBGene00000784,bound,enriched,repressed,L1
WBGene00000781,bound,enriched,NA,L1
WBGene00009710,bound,enriched,NA,L1
WBGene00013637,bound,enriched,repressed,L1
WBGene00011800,bound,enriched,independent,L1
WBGene00004149,bound,enriched,repressed,L1
WBGene00009522,not_bound,enriched,NA,L1
WBGene00050967,bound,enriched,NA,L1
WBGene00016542,bound,enriched,repressed,L1
WBGene00235311,not_bound,not_enriched,NA,L1
WBGene00015342,bound,not_enriched,NA,L1
WBGene00013935,not_bound,not_enriched,NA,L1
WBGene00021072,not_bound,enriched,NA,L1
WBGene00016755,not_bound,enriched,NA,L1
WBGene00008102,bound,not_enriched,repressed,L1
WBGene00019493,bound,enriched,independent,L1
WBGene00015403,bound,enriched,activated,L1
WBGene00009488,bound,enriched,NA,L1
WBGene00010083,bound,enriched,independent,L1
WBGene00044663,not_bound,enriched,independent,L1
WBGene00001158,bound,enriched,repressed,L1
WBGene00011361,not_bound,enriched,independent,L1
WBGene00016337,not_bound,enriched,NA,L1
WBGene00008042,not_bound,enriched,activated,L1
WBGene00012023,not_bound,enriched,NA,L1
WBGene00002188,not_bound,enriched,NA,L1
WBGene00009886,not_bound,enriched,NA,L1
WBGene00005188,not_bound,enriched,NA,L1
WBGene00021635,bound,enriched,repressed,L1
WBGene00011321,bound,enriched,activated,L1
WBGene00010998,not_bound,enriched,NA,L1
WBGene00019473,bound,enriched,NA,L1
WBGene00016585,not_bound,enriched,repressed,L1
WBGene00014132,not_bound,enriched,NA,L1
WBGene00008849,not_bound,enriched,repressed,L1
WBGene00010540,not_bound,enriched,repressed,L1
WBGene00016204,not_bound,enriched,activated,L1
WBGene00271715,not_bound,enriched,NA,L1
WBGene00005141,not_bound,enriched,NA,L1
WBGene00044783,bound,enriched,NA,L1
WBGene00044374,not_bound,enriched,NA,L1
WBGene00018779,bound,enriched,activated,L1
WBGene00020158,bound,enriched,independent,L1
WBGene00010238,bound,enriched,activated,L1
WBGene00012823,not_bound,enriched,NA,L1
WBGene00000981,not_bound,enriched,activated,L1
WBGene00019547,bound,enriched,NA,L1
WBGene00012968,bound,enriched,activated,L1
WBGene00000983,bound,enriched,independent,L1
WBGene00013840,not_bound,not_enriched,NA,L1
WBGene00017867,not_bound,enriched,activated,L1
WBGene00021531,bound,enriched,independent,L1
WBGene00003474,bound,enriched,activated,L1
WBGene00020520,not_bound,not_enriched,NA,L1
WBGene00005001,not_bound,enriched,activated,L1
WBGene00019565,not_bound,enriched,NA,L1
WBGene00050957,not_bound,enriched,NA,L1
WBGene00271832,not_bound,enriched,NA,L1
WBGene00003997,bound,enriched,independent,L1
WBGene00000541,bound,enriched,NA,L1
WBGene00008372,bound,enriched,NA,L1
WBGene00021190,bound,enriched,activated,L1
WBGene00018035,bound,enriched,independent,L1
WBGene00013968,not_bound,enriched,repressed,L1
WBGene00045457,bound,enriched,NA,L1
WBGene00010328,bound,enriched,repressed,L1
WBGene00004811,not_bound,enriched,NA,L1
WBGene00019599,not_bound,enriched,activated,L1
WBGene00019580,not_bound,enriched,NA,L1
WBGene00019059,not_bound,not_enriched,NA,L1
WBGene00045365,bound,enriched,activated,L1
WBGene00015400,bound,enriched,repressed,L1
WBGene00022382,bound,enriched,repressed,L1
WBGene00007660,bound,enriched,NA,L1
WBGene00045212,not_bound,enriched,NA,L1
WBGene00000967,bound,enriched,independent,L1
WBGene00000831,not_bound,enriched,independent,L1
WBGene00017969,bound,enriched,NA,L1
WBGene00007964,bound,enriched,NA,L1
WBGene00017364,not_bound,enriched,activated,L1
WBGene00010124,bound,enriched,activated,L1
WBGene00010086,bound,enriched,NA,L1
WBGene00015100,not_bound,enriched,NA,L1
WBGene00006404,bound,enriched,repressed,L1
WBGene00020967,not_bound,enriched,activated,L1
WBGene00016874,bound,enriched,independent,L1
WBGene00013207,bound,enriched,activated,L1
WBGene00021070,bound,enriched,NA,L1
WBGene00019660,bound,enriched,repressed,L1
WBGene00009519,not_bound,not_enriched,NA,L1
WBGene00020579,bound,enriched,NA,L1
WBGene00009643,bound,enriched,NA,L1
WBGene00044403,bound,enriched,independent,L1
WBGene00044492,bound,enriched,independent,L1
WBGene00045397,bound,enriched,independent,L1
WBGene00021805,not_bound,enriched,NA,L1
WBGene00019014,bound,enriched,NA,L1
WBGene00017660,not_bound,enriched,NA,L1
WBGene00020448,not_bound,enriched,NA,L1
WBGene00007810,bound,enriched,activated,L1
WBGene00044455,bound,enriched,NA,L1
WBGene00045053,not_bound,enriched,activated,L1
WBGene00000711,not_bound,not_enriched,NA,L1
WBGene00011926,bound,enriched,independent,L1
WBGene00015371,bound,enriched,NA,L1
WBGene00015107,not_bound,enriched,independent,L1
WBGene00009741,bound,enriched,independent,L1
WBGene00019859,bound,enriched,repressed,L1
WBGene00000991,bound,enriched,independent,L1
WBGene00044073,not_bound,enriched,repressed,L1
WBGene00021581,not_bound,not_enriched,NA,L1
WBGene00194746,not_bound,not_enriched,NA,L1
WBGene00019164,bound,enriched,activated,L1
WBGene00044570,bound,enriched,NA,L1
WBGene00007932,not_bound,enriched,independent,L1
WBGene00003099,not_bound,enriched,NA,L1
WBGene00271795,not_bound,enriched,NA,L1
WBGene00018279,not_bound,not_enriched,NA,L1
WBGene00010341,bound,enriched,NA,L1
WBGene00022858,not_bound,enriched,NA,L1
WBGene00003845,bound,enriched,NA,L1
WBGene00012947,not_bound,enriched,NA,L1
WBGene00003698,bound,enriched,NA,L1
WBGene00021602,bound,enriched,NA,L1
WBGene00000785,bound,enriched,activated,L1
WBGene00020022,bound,enriched,activated,L1
WBGene00003995,bound,enriched,repressed,L1
WBGene00016595,bound,not_enriched,NA,L1
WBGene00001156,not_bound,enriched,activated,L1
WBGene00015759,not_bound,enriched,NA,L1
WBGene00021256,not_bound,enriched,NA,L1
WBGene00043062,not_bound,enriched,NA,L1
WBGene00006002,not_bound,not_enriched,NA,L1
WBGene00006679,bound,enriched,NA,L1
WBGene00016669,not_bound,enriched,NA,L1
WBGene00016379,bound,enriched,repressed,L1
WBGene00002272,bound,enriched,independent,L1
WBGene00045516,bound,enriched,NA,L1
WBGene00020972,not_bound,enriched,repressed,L1
WBGene00013750,bound,enriched,NA,L1
WBGene00002041,bound,enriched,repressed,L1
WBGene00021495,not_bound,enriched,activated,L1
WBGene00022575,not_bound,not_enriched,activated,L1
WBGene00008709,not_bound,enriched,independent,L1
WBGene00022549,not_bound,enriched,independent,L1
WBGene00008163,not_bound,not_enriched,NA,L1
WBGene00020258,bound,enriched,NA,L1
WBGene00006454,bound,enriched,NA,L1
WBGene00235133,bound,not_enriched,NA,L1
WBGene00018910,not_bound,not_enriched,NA,L1
WBGene00043983,not_bound,enriched,independent,L1
WBGene00019060,bound,enriched,NA,L1
WBGene00021519,bound,enriched,repressed,L1
WBGene00235093,not_bound,not_enriched,NA,L1
WBGene00013284,bound,enriched,independent,L1
WBGene00015932,not_bound,enriched,activated,L1
WBGene00018707,not_bound,enriched,independent,L1
WBGene00219274,not_bound,enriched,NA,L1
WBGene00018839,not_bound,enriched,NA,L1
WBGene00020580,not_bound,enriched,NA,L1
WBGene00023519,bound,enriched,NA,L1
WBGene00011616,not_bound,not_enriched,NA,L1
WBGene00008296,bound,enriched,repressed,L1
WBGene00016786,not_bound,enriched,NA,L1
WBGene00017427,bound,enriched,independent,L1
WBGene00017594,not_bound,enriched,NA,L1
WBGene00016647,not_bound,not_enriched,NA,L1
WBGene00021169,not_bound,not_enriched,NA,L1
WBGene00015048,bound,enriched,repressed,L1
WBGene00012748,not_bound,not_enriched,NA,L1
WBGene00044306,not_bound,not_enriched,NA,L1
WBGene00022495,not_bound,not_enriched,NA,L1
WBGene00017691,bound,enriched,activated,L1
WBGene00008787,bound,enriched,NA,L1
WBGene00007864,not_bound,enriched,NA,L1
WBGene00003982,bound,enriched,independent,L1
WBGene00022178,bound,enriched,repressed,L1
WBGene00005524,not_bound,enriched,NA,L1
WBGene00007362,bound,not_enriched,independent,L1
WBGene00009433,bound,enriched,repressed,L1
WBGene00012910,not_bound,enriched,repressed,L1
WBGene00008336,not_bound,enriched,NA,L1
WBGene00012533,not_bound,enriched,NA,L1
WBGene00011809,not_bound,not_enriched,NA,L1
WBGene00014057,not_bound,enriched,independent,L1
WBGene00021500,bound,not_enriched,repressed,L1
WBGene00015783,bound,enriched,activated,L1
WBGene00008577,bound,enriched,repressed,L1
WBGene00017470,not_bound,not_enriched,NA,L1
WBGene00219376,bound,enriched,NA,L1
WBGene00005640,not_bound,not_enriched,NA,L1
WBGene00002258,not_bound,enriched,NA,L1
WBGene00000212,bound,enriched,NA,L1
WBGene00009860,not_bound,not_enriched,NA,L1
WBGene00014191,bound,enriched,NA,L1
WBGene00011427,bound,not_enriched,repressed,L1
WBGene00007885,bound,enriched,NA,L1
WBGene00021862,not_bound,enriched,NA,L1
WBGene00007743,not_bound,enriched,activated,L1
WBGene00011844,bound,enriched,repressed,L1
WBGene00013575,bound,enriched,NA,L1
WBGene00005582,not_bound,enriched,repressed,L1
WBGene00021339,not_bound,enriched,NA,L1
WBGene00007368,bound,enriched,NA,L1
WBGene00012464,bound,enriched,repressed,L1
WBGene00019720,bound,enriched,independent,L1
WBGene00018146,bound,enriched,NA,L1
WBGene00017334,bound,not_enriched,repressed,L1
WBGene00004991,bound,not_enriched,activated,L1
WBGene00018351,bound,enriched,NA,L1
WBGene00045299,not_bound,not_enriched,NA,L1
WBGene00004061,bound,enriched,independent,L1
WBGene00219316,bound,enriched,NA,L1
WBGene00011539,bound,enriched,repressed,L1
WBGene00017574,bound,enriched,activated,L1
WBGene00007460,bound,enriched,independent,L1
WBGene00050906,not_bound,enriched,NA,L1
WBGene00010659,bound,enriched,activated,L1
WBGene00010343,bound,not_enriched,NA,L1
WBGene00003696,not_bound,enriched,activated,L1
WBGene00020455,bound,enriched,NA,L1
WBGene00021880,not_bound,not_enriched,NA,L1
WBGene00016942,not_bound,enriched,NA,L1
WBGene00014043,bound,not_enriched,NA,L1
WBGene00044534,bound,enriched,NA,L1
WBGene00009859,not_bound,enriched,NA,L1
WBGene00235092,not_bound,not_enriched,NA,L1
WBGene00000169,bound,enriched,independent,L1
WBGene00044719,not_bound,enriched,NA,L1
WBGene00010811,bound,enriched,independent,L1
WBGene00018385,not_bound,enriched,NA,L1
WBGene00194902,not_bound,not_enriched,NA,L1
WBGene00014164,bound,enriched,repressed,L1
WBGene00007073,bound,enriched,NA,L1
WBGene00010956,not_bound,not_enriched,NA,L1
WBGene00002273,bound,enriched,repressed,L1
WBGene00014194,bound,enriched,repressed,L1
WBGene00000830,not_bound,enriched,NA,L1
WBGene00010774,bound,enriched,NA,L1
WBGene00001761,bound,enriched,independent,L1
WBGene00012781,bound,enriched,NA,L1
WBGene00009907,bound,enriched,NA,L1
WBGene00008946,not_bound,not_enriched,NA,L1
WBGene00021448,bound,enriched,NA,L1
WBGene00000172,bound,enriched,independent,L1
WBGene00012816,not_bound,not_enriched,NA,L1
WBGene00011808,not_bound,not_enriched,NA,L1
WBGene00022405,not_bound,not_enriched,NA,L1
WBGene00010752,not_bound,enriched,repressed,L1
WBGene00020325,bound,enriched,repressed,L1
WBGene00012970,not_bound,enriched,NA,L1
WBGene00019830,not_bound,enriched,NA,L1
WBGene00011799,not_bound,enriched,NA,L1
WBGene00007928,bound,enriched,repressed,L1
WBGene00021404,not_bound,not_enriched,NA,L1
WBGene00016594,bound,enriched,independent,L1
WBGene00009836,not_bound,not_enriched,activated,L1
WBGene00018841,not_bound,enriched,NA,L1
WBGene00007840,not_bound,enriched,NA,L1
WBGene00021335,not_bound,enriched,NA,L1
WBGene00017092,not_bound,not_enriched,NA,L1
WBGene00012162,bound,enriched,repressed,L1
WBGene00001157,not_bound,enriched,NA,L1
WBGene00009517,not_bound,not_enriched,NA,L1
WBGene00008731,bound,enriched,NA,L1
WBGene00003844,not_bound,enriched,independent,L1
WBGene00011182,bound,enriched,independent,L1
WBGene00021491,not_bound,not_enriched,NA,L1
WBGene00010754,not_bound,enriched,NA,L1
WBGene00020850,not_bound,enriched,independent,L1
WBGene00017012,not_bound,enriched,independent,L1
WBGene00003097,bound,enriched,repressed,L1
WBGene00022486,not_bound,enriched,activated,L1
WBGene00044574,not_bound,enriched,NA,L1
WBGene00010571,not_bound,enriched,independent,L1
WBGene00019435,bound,enriched,independent,L1
WBGene00021873,not_bound,not_enriched,NA,L1
WBGene00011006,not_bound,enriched,activated,L1
WBGene00020637,bound,enriched,NA,L1
WBGene00008669,bound,enriched,NA,L1
WBGene00009418,bound,not_enriched,NA,L1
WBGene00007693,not_bound,not_enriched,NA,L1
WBGene00007254,not_bound,enriched,independent,L1
WBGene00007456,not_bound,not_enriched,NA,L1
WBGene00008945,bound,enriched,NA,L1
WBGene00009427,not_bound,not_enriched,NA,L1
WBGene00235296,not_bound,enriched,NA,L1
WBGene00005550,bound,not_enriched,NA,L1
WBGene00003669,bound,enriched,independent,L1
WBGene00008485,bound,enriched,repressed,L1
WBGene00019605,not_bound,enriched,independent,L1
WBGene00045401,not_bound,enriched,repressed,L1
WBGene00009773,bound,enriched,activated,L1
WBGene00018725,bound,enriched,independent,L1
WBGene00011164,not_bound,not_enriched,NA,L1
WBGene00012027,bound,enriched,repressed,L1
WBGene00003734,bound,enriched,activated,L1
WBGene00016646,not_bound,not_enriched,NA,L1
WBGene00003941,not_bound,enriched,independent,L1
WBGene00010660,bound,enriched,repressed,L1
WBGene00000412,not_bound,enriched,NA,L1
WBGene00008354,bound,enriched,NA,L1
WBGene00004810,not_bound,enriched,repressed,L1
WBGene00006930,not_bound,enriched,NA,L1
WBGene00016528,bound,not_enriched,NA,L1
WBGene00011670,bound,enriched,NA,L1
WBGene00011673,bound,enriched,independent,L1
WBGene00022616,not_bound,not_enriched,NA,L1
WBGene00001644,not_bound,enriched,NA,L1
WBGene00001501,bound,enriched,repressed,L1
WBGene00007424,not_bound,enriched,NA,L1
WBGene00022330,bound,enriched,NA,L1
WBGene00018683,not_bound,enriched,NA,L1
WBGene00001522,bound,not_enriched,NA,L1
WBGene00045305,bound,enriched,repressed,L1
WBGene00007829,bound,not_enriched,NA,L1
WBGene00005177,bound,not_enriched,NA,L1
WBGene00010336,not_bound,enriched,NA,L1
WBGene00017123,bound,enriched,NA,L1
WBGene00195145,not_bound,not_enriched,NA,L1
WBGene00271788,not_bound,enriched,NA,L1
WBGene00194717,not_bound,not_enriched,NA,L1
WBGene00195177,not_bound,not_enriched,NA,L1
WBGene00016336,not_bound,enriched,NA,L1
WBGene00021582,bound,enriched,independent,L1
WBGene00021585,not_bound,not_enriched,NA,L1
WBGene00014000,not_bound,enriched,NA,L1
WBGene00008810,bound,not_enriched,NA,L1
WBGene00016758,bound,enriched,NA,L1
WBGene00021518,not_bound,enriched,repressed,L1
WBGene00013080,not_bound,enriched,independent,L1
WBGene00045455,bound,enriched,activated,L1
WBGene00020799,bound,enriched,NA,L1
WBGene00002235,not_bound,enriched,independent,L1
WBGene00010342,bound,enriched,NA,L1
WBGene00017490,not_bound,enriched,NA,L1
WBGene00010340,bound,enriched,repressed,L1
WBGene00021603,bound,enriched,NA,L1
WBGene00010334,bound,enriched,independent,L1
WBGene00004002,not_bound,enriched,repressed,L1
WBGene00021164,not_bound,enriched,NA,L1
WBGene00019667,bound,not_enriched,NA,L1
WBGene00017447,bound,enriched,independent,L1
WBGene00010063,bound,enriched,NA,L1
WBGene00020574,bound,not_enriched,activated,L1
WBGene00021178,not_bound,enriched,NA,L1
WBGene00011984,not_bound,enriched,independent,L1
WBGene00008553,not_bound,enriched,NA,L1
WBGene00005002,not_bound,enriched,NA,L1
WBGene00012969,not_bound,enriched,NA,L1
WBGene00194803,not_bound,enriched,NA,L1
WBGene00255600,bound,enriched,NA,L1
WBGene00015082,bound,not_enriched,NA,L1
WBGene00013909,not_bound,not_enriched,NA,L1
WBGene00001252,not_bound,not_enriched,NA,L1
WBGene00194788,not_bound,not_enriched,NA,L1
WBGene00009971,bound,enriched,repressed,L1
WBGene00005657,bound,enriched,repressed,L1
WBGene00044166,bound,not_enriched,NA,L1
WBGene00000005,bound,enriched,NA,L1
WBGene00018375,not_bound,enriched,NA,L1
WBGene00022181,bound,enriched,independent,L1
WBGene00017500,not_bound,not_enriched,NA,L1
WBGene00014192,bound,not_enriched,NA,L1
WBGene00012022,not_bound,not_enriched,NA,L1
WBGene00008123,not_bound,enriched,independent,L1
WBGene00002299,bound,enriched,NA,L1
WBGene00010046,not_bound,enriched,NA,L1
WBGene00013594,bound,enriched,NA,L1
WBGene00015965,not_bound,enriched,independent,L1
WBGene00015089,bound,not_enriched,NA,L1
WBGene00045400,not_bound,not_enriched,independent,L1
WBGene00019579,not_bound,enriched,NA,L1
WBGene00001578,not_bound,enriched,independent,L1
WBGene00003996,bound,enriched,independent,L1
WBGene00016572,bound,enriched,NA,L1
WBGene00045458,not_bound,not_enriched,NA,L1
WBGene00013837,not_bound,enriched,repressed,L1
WBGene00004989,bound,enriched,NA,L1
WBGene00012615,bound,enriched,NA,L1
WBGene00020015,not_bound,enriched,NA,L1
WBGene00009490,bound,enriched,activated,L1
WBGene00044402,not_bound,enriched,NA,L1
WBGene00009426,not_bound,not_enriched,NA,L1
WBGene00005712,bound,enriched,independent,L1
WBGene00002274,bound,enriched,repressed,L1
WBGene00021236,not_bound,not_enriched,NA,L1
WBGene00007406,not_bound,not_enriched,NA,L1
WBGene00018354,not_bound,enriched,NA,L1
WBGene00008599,bound,enriched,repressed,L1
WBGene00019549,not_bound,enriched,NA,L1
WBGene00012144,bound,enriched,NA,L1
WBGene00000007,not_bound,enriched,activated,L1
WBGene00019183,bound,enriched,NA,L1
WBGene00007130,bound,enriched,NA,L1
WBGene00011657,not_bound,not_enriched,NA,L1
WBGene00013073,bound,enriched,NA,L1
WBGene00020456,bound,enriched,NA,L1
WBGene00007072,not_bound,enriched,repressed,L1
WBGene00001398,bound,enriched,independent,L1
WBGene00013484,bound,enriched,repressed,L1
WBGene00000966,bound,enriched,activated,L1
WBGene00045245,not_bound,enriched,independent,L1
WBGene00008631,not_bound,not_enriched,NA,L1
WBGene00003480,bound,enriched,independent,L1
WBGene00008829,not_bound,not_enriched,NA,L1
WBGene00009902,bound,enriched,repressed,L1
WBGene00022597,bound,enriched,activated,L1
WBGene00016282,not_bound,enriched,NA,L1
WBGene00002174,not_bound,enriched,repressed,L1
WBGene00021266,not_bound,not_enriched,NA,L1
WBGene00001754,bound,enriched,NA,L1
WBGene00016759,not_bound,enriched,NA,L1
WBGene00016912,bound,enriched,activated,L1
WBGene00013426,not_bound,enriched,NA,L1
WBGene00017839,bound,not_enriched,NA,L1
WBGene00015829,bound,enriched,NA,L1
WBGene00009524,bound,not_enriched,NA,L1
WBGene00009526,bound,not_enriched,NA,L1
WBGene00003409,bound,not_enriched,independent,L1
WBGene00016728,not_bound,enriched,NA,L1
WBGene00012786,bound,enriched,NA,L1
WBGene00022331,bound,not_enriched,independent,L1
